!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
R8.0,PMA Control 1 ,16'h204C,,
30.4544.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.4544.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.4800,Optical Rx Lane 2 Amux control,16'h0000,,
30.4800.15:14,Reserved,R,,
30.4800.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.4800.11:9,Reserved,R,,
30.4800.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.4800.7,Reserved,R,,
30.4800.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.4800.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.5056,Optical Rx Lane 3 Amux control,16'h0000,,
30.5056.15:14,Reserved,R,,
30.5056.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.5056.11:9,Reserved,R,,
30.5056.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.5056.7,Reserved,R,,
30.5056.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.5056.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.5312,Optical Rx Lane 4 Amux control,16'h0000,,
30.5312.15:14,Reserved,R,,
30.5312.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.5312.11:9,Reserved,R,,
30.5312.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.5312.7,Reserved,R,,
30.5312.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.5312.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.5568,Optical Rx Lane 5 Amux control,16'h0000,,
30.5568.15:14,Reserved,R,,
30.5568.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.5568.11:9,Reserved,R,,
30.5568.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.5568.7,Reserved,R,,
30.5568.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.5568.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.5824,Optical Rx Lane 6 Amux control,16'h0000,,
30.5824.15:14,Reserved,R,,
30.5824.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.5824.11:9,Reserved,R,,
30.5824.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.5824.7,Reserved,R,,
30.5824.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.5824.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.6080,Optical Rx Lane 7 Amux control,16'h0000,,
30.6080.15:14,Reserved,R,,
30.6080.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.6080.11:9,Reserved,R,,
30.6080.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.6080.7,Reserved,R,,
30.6080.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.6080.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.6336,Optical Rx Lane 8 Amux control,16'h0000,,
30.6336.15:14,Reserved,R,,
30.6336.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.6336.11:9,Reserved,R,,
30.6336.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.6336.7,Reserved,R,,
30.6336.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.6336.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.6592,Optical Rx Lane 9 Amux control,16'h0000,,
30.6592.15:14,Reserved,R,,
30.6592.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.6592.11:9,Reserved,R,,
30.6592.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.6592.7,Reserved,R,,
30.6592.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.6592.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.8384,Host Rx Lane 0 Amux control,16'h0000,,
30.8384.15:14,Reserved,R,,
30.8384.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.8384.11:9,Reserved,R,,
30.8384.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.8384.7,Reserved,R,,
30.8384.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.8384.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.8640,Host Rx Lane 1 Amux control,16'h0000,,
30.8640.15:14,Reserved,R,,
30.8640.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.8640.11:9,Reserved,R,,
30.8640.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.8640.7,Reserved,R,,
30.8640.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.8640.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.8896,Host Rx Lane 2 Amux control,16'h0000,,
30.8896.15:14,Reserved,R,,
30.8896.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.8896.11:9,Reserved,R,,
30.8896.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.8896.7,Reserved,R,,
30.8896.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.8896.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.9152,Host Rx Lane 3 Amux control,16'h0000,,
30.9152.15:14,Reserved,R,,
30.9152.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9152.11:9,Reserved,R,,
30.9152.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9152.7,Reserved,R,,
30.9152.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9152.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.9408,Host Rx Lane 4 Amux control,16'h0000,,
30.9408.15:14,Reserved,R,,
30.9408.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9408.11:9,Reserved,R,,
30.9408.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9408.7,Reserved,R,,
30.9408.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9408.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.9664,Host Rx Lane 5 Amux control,16'h0000,,
30.9664.15:14,Reserved,R,,
30.9664.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9664.11:9,Reserved,R,,
30.9664.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9664.7,Reserved,R,,
30.9664.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9664.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.9920,Host Rx Lane 6 Amux control,16'h0000,,
30.9920.15:14,Reserved,R,,
30.9920.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9920.11:9,Reserved,R,,
30.9920.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9920.7,Reserved,R,,
30.9920.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9920.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.10176,Host Rx Lane 7 Amux control,16'h0000,,
30.10176.15:14,Reserved,R,,
30.10176.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.10176.11:9,Reserved,R,,
30.10176.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.10176.7,Reserved,R,,
30.10176.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.10176.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.10432,Host Rx Lane 8 Amux control,16'h0000,,
30.10432.15:14,Reserved,R,,
30.10432.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.10432.11:9,Reserved,R,,
30.10432.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.10432.7,Reserved,R,,
30.10432.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.10432.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.10688,Host Rx Lane 9 Amux control,16'h0000,,
30.10688.15:14,Reserved,R,,
30.10688.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.10688.11:9,Reserved,R,,
30.10688.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.10688.7,Reserved,R,,
30.10688.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.10688.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
