! $Header: /projects/wlv/iphy/sos/repository/iphy_A.rep/TEMP/lli_1316463935/#alidation#iphy-gui#dataconfig#iPHY100_B0_internal_MDIO.csv,v 1.4 2012-06-26 16:17:18-07 lli Exp $,,,
! $Log: #alidation#iphy-gui#dataconfig#iPHY100_B0_internal_MDIO.csv,v $
! Revision 1.4  2012-06-26 16:17:18-07  lli
! CHanged eror checker names from Tx to Rx
!,,,
! Revision 1.3  2012-06-25 10:29:55-07  lli,,,,
! Updated to match B0 Chip Behaviour,,,,
!,,,,
! Revision 1.2  2012-06-20 13:46:58-07  case,,,,
! Updated MDIo init and Error Inject to RW from W,,,,
!,,,,
! Revision 1.1  2012-06-20 11:26:13-07  case,,,,
! Inital release -- not checked,,,,
!,,,,
! Revision 1.4  2012-04-12 14:24:43-07  case,,,,
! Fixed SA offset control register description, defined registers 30.256.2:1 as reserved,,,
!,,,,
! Revision 1.3  2012-03-29 09:59:54-07  case,,,,
! defined CYA bit function correctly this time,,,,
!,,,,
! Revision 1.2  2012-03-27 16:40:19-07  case,,,,
! defined CYA bit functio,,,,
!,,,,
! Revision 1.1  2012-03-16 10:06:14-07  case,,,,
! updated and synchronized,,,,
!,,,,
! Revision 1.7  2011-12-01 14:23:13-08  case,,,,
! Added CYA register space,,,,
!,,,,
! Revision 1.6  2011-11-23 09:00:28-08  rward,,,,
! expanded trim bits,,,,
!,,,,
! Revision 1.3  2011-08-23 12:09:16-07  rbemra,,,,
! Corrected 11:8 = 4'b0101 of Rx 25G Misc Trim (per J. Sanders),,,,
!,,,,
! Revision 1.2  2011-08-18 09:16:48-07  rbemra,,,,
! Corrected 30.1540.0 <- 30.1540.1,,,,
!,,,,
! Revision 1.1  2011-08-08 10:48:07-07  rbemra,,,,
! First iCDR100, iPHY100 release version,,,
!,,,,
! Revision 1.4  2011-08-01 15:52:23-07  rbemra,,,,
"! Removed extra R30.529 register; this csv ""Saved As"" from xlsx master of same base name",,,,
!,,,,
! Revision 1.3  2011-07-29 18:52:16-07  rbemra,,,,
! Corrections by iPHY team from CDR100 tests upto screening,,,,
!,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 2.0  2012-05-15 Andre,,,,
! B0 Updates,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
R8.0,PMA Control 1 ,16'h204C,,
30.1539.1,ICTL_PCS_TXBIST_EN_L1_NT,RW,0=disable;1=enable,CAUI Tx BIST Lane 1 enable 
30.1539.0,ICTL_PCS_TXBIST_EN_L0_NT,RW,0=disable;1=enable,CAUI Tx BIST Lane 0 enable 
R30.1540,CAUI Loopback control,16'h0000,,
30.1540.15:7,Reserved,R,,
30.1540.6,ICTL_PCS_SYNTHCKBYPASSEN_NT,RW,0=disable;1=enable,Clock Bypass enable 
30.1540.5,ICTL_PCS_LB_EN_NT,RW,0=disable;1=enable,Loopback control enable 
30.1540.4,ICTL_PCS_LB_CDRCLK2TXEN_NT,RW,0=disable;1=enable,Transmit bit clock select 
30.1540.3,ICTL_PCS_LB_Rx lane 2TXUNTIMEDEN_NT,RW,0=disable;1=enable,Serial receive to transmit loopback : If enabled the output of the transmit serializer is looped back into the receiver 
30.1540.2,ICTL_PCS_LB_TX2RXBUFTIMEDEN_NT,RW,0=disable;1=enable,Serial transmit to receive buffered loopback : If enabled the output of the transmit serializer is looped back into the receiver 
30.1540.1,ICTL_PCS_LB_TX2RXIOTIMEDEN_NT,RW,0=disable;1=enable,Serial IO loopback from the 10G Serdes serial transmit lane I/O pins to the receive lane I/O pins : If enabled the output of the transmit I/O driver is looped back into the receiver I/O pins
30.1540.0,ICTL_PCS_LB_PARRx lane 2TXTIMEDEN_NT,RW,0=disable;1=enable,Parallel loopback from the  10G Serdes Receive word ports and the  transmit word ports : If enabled the parallel word output of the receiver serializer is looped back into the transmitter
R30.1541,CAUI Equalization control,16'h0000,,
30.1541.15,ictl_pcs_rxeq_start_l_a,RW,0=disable;1=enable,Enables adaptive receive equalization (all lanes) : 0 = Disables adaptive receive equalization;  1 = Enables adaptive receive equalization;
30.1541.14:10,Reserved,R,,
30.1541.9,octl_pcs_rxeq_done_l9_a,R,,RX Adaptive Equalization Status Lane 9:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.8,octl_pcs_rxeq_done_l8_a,R,,RX Adaptive Equalization Status Lane 8:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.7,octl_pcs_rxeq_done_l7_a,R,,RX Adaptive Equalization Status Lane 7:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.6,octl_pcs_rxeq_done_l6_a,R,,RX Adaptive Equalization Status Lane 6:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.5,octl_pcs_rxeq_done_l5_a,R,,RX Adaptive Equalization Status Lane 5:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.4,octl_pcs_rxeq_done_l4_a,R,,RX Adaptive Equalization Status Lane 4:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.3,octl_pcs_rxeq_done_l3_a,R,,RX Adaptive Equalization Status Lane 3:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.2,octl_pcs_rxeq_done_l2_a,R,,RX Adaptive Equalization Status Lane 2:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.1,octl_pcs_rxeq_done_l1_a,R,,RX Adaptive Equalization Status Lane 1:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
30.1541.0,octl_pcs_rxeq_done_l0_a,R,,RX Adaptive Equalization Status Lane 0:  0=adaptive equalization results are not valid for sampling; 1=adaptive equalization is complete and results are valid for sampling;
R30.1542,CAUI Output Pair Swap,16'h0000,,
30.1542.15:10,Reserved,R,,
30.1542.9,CAUI Output lane 9 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 9 data
30.1542.8,CAUI Output lane 8 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 8 data
30.1542.7,CAUI Output lane 7 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 7 data
30.1542.6,CAUI Output lane 6 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 6 data
30.1542.5,CAUI Output lane 5 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 5 data
30.1542.4,CAUI Output lane 4 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 4 data
30.1542.3,CAUI Output lane 3 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 3 data
30.1542.2,CAUI Output lane 2 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 2 data
30.1542.1,CAUI Output lane 1 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 1 data
30.1542.0,CAUI Output lane 0 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Output Lane 0 data
R30.1543,CAUI Input Pair Swap,16'h0000,,
30.1543.15:10,Reserved,R,,
30.1543.9,CAUI Input lane 9 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 9 data
30.1543.8,CAUI Input lane 8 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 8 data
30.1543.7,CAUI Input lane 7 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 7 data
30.1543.6,CAUI Input lane 6 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 6 data
30.1543.5,CAUI Input lane 5 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 5 data
30.1543.4,CAUI Input lane 4 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 4 data
30.1543.3,CAUI Input lane 3 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 3 data
30.1543.2,CAUI Input lane 2 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 2 data
30.1543.1,CAUI Input lane 1 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 1 data
30.1543.0,CAUI Input lane 0 pair swap,RW, 0=disabled; 1=swap,Invert CAUI Input Lane 0 data
R30.1544,CAUI Output Ready Status ,16'h0000,,
30.1544.15:13,OCTL_PCS_SYNTHREADY_A,R,,CAUI clock synthesizer is ready (per macro)
30.1544.12:10,Reserved,R,,
30.1544.9,OCTL_PCS_TXREADY_L9_A,R,,CAUI Output Lane 9 is ready
30.1544.8,OCTL_PCS_TXREADY_L8_A,R,,CAUI Output Lane 8 is ready
30.1544.7,OCTL_PCS_TXREADY_L7_A,R,,CAUI Output Lane 7 is ready
30.1544.6,OCTL_PCS_TXREADY_L6_A,R,,CAUI Output Lane 6 is ready
30.1544.5,OCTL_PCS_TXREADY_L5_A,R,,CAUI Output Lane 5 is ready
30.1544.4,OCTL_PCS_TXREADY_L4_A,R,,CAUI Output Lane 4 is ready
30.1544.3,OCTL_PCS_TXREADY_L3_A,R,,CAUI Output Lane 3 is ready
30.1544.2,OCTL_PCS_TXREADY_L2_A,R,,CAUI Output Lane 2 is ready
30.1544.1,OCTL_PCS_TXREADY_L1_A,R,,CAUI Output Lane 1 is ready
30.1544.0,OCTL_PCS_TXREADY_L0_A,R,,CAUI Output Lane 0 is ready
R30.1545,CAUI Input Ready Status ,16'h0000,,
30.1545.9,OCTL_PCS_RXREADY_L9_A,R,,CAUI Input Lane 9 is ready
30.1545.8,OCTL_PCS_RXREADY_L8_A,R,,CAUI Input Lane 8 is ready
30.1545.7,OCTL_PCS_RXREADY_L7_A,R,,CAUI Input Lane 7 is ready
30.1545.6,OCTL_PCS_RXREADY_L6_A,R,,CAUI Input Lane 6 is ready
30.1545.5,OCTL_PCS_RXREADY_L5_A,R,,CAUI Input Lane 5 is ready
30.1545.4,OCTL_PCS_RXREADY_L4_A,R,,CAUI Input Lane 4 is ready
30.1545.3,OCTL_PCS_RXREADY_L3_A,R,,CAUI Input Lane 3 is ready
30.1545.2,OCTL_PCS_RXREADY_L2_A,R,,CAUI Input Lane 2 is ready
30.1545.1,OCTL_PCS_RXREADY_L1_A,R,,CAUI Input Lane 1 is ready
30.1545.0,OCTL_PCS_RXREADY_L0_A,R,,CAUI Input Lane 0 is ready
R30.1546,CAUI Input CDR Lock Status ,16'h0000,,
30.1546.9,OCTL_PCS_RXCDRLOCK2DATA_L9_A,R,,CAUI Input Lane 9 CDR is locked to data
30.1546.8,OCTL_PCS_RXCDRLOCK2DATA_L8_A,R,,CAUI Input Lane 8 CDR is locked to data
30.1546.7,OCTL_PCS_RXCDRLOCK2DATA_L7_A,R,,CAUI Input Lane 7 CDR is locked to data
30.1546.6,OCTL_PCS_RXCDRLOCK2DATA_L6_A,R,,CAUI Input Lane 6 CDR is locked to data
30.1546.5,OCTL_PCS_RXCDRLOCK2DATA_L5_A,R,,CAUI Input Lane 5 CDR is locked to data
30.1546.4,OCTL_PCS_RXCDRLOCK2DATA_L4_A,R,,CAUI Input Lane 4 CDR is locked to data
30.1546.3,OCTL_PCS_RXCDRLOCK2DATA_L3_A,R,,CAUI Input Lane 3 CDR is locked to data
30.1546.2,OCTL_PCS_RXCDRLOCK2DATA_L2_A,R,,CAUI Input Lane 2 CDR is locked to data
30.1546.1,OCTL_PCS_RXCDRLOCK2DATA_L1_A,R,,CAUI Input Lane 1 CDR is locked to data
30.1546.0,OCTL_PCS_RXCDRLOCK2DATA _L0_A,R,,CAUI Input Lane 0 CDR is locked to data
R30.1552,CAUI Output Lane 0 De-Emphasis,16'h3318,,
30.1552.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1552.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1552.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1552.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1552.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1553,CAUI Output Lane 1 De-Emphasis,16'h3318,,
30.1553.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1553.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1553.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1553.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1553.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1554,CAUI Output Lane 2 De-Emphasis,16'h3318,,
30.1554.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1554.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1554.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1554.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1554.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1555,CAUI Output Lane 3 De-Emphasis,16'h3318,,
30.1555.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1555.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1555.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1555.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1555.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1556,CAUI Output Lane 4 De-Emphasis,16'h3318,,
30.1556.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1556.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1556.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1556.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1556.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1557,CAUI Output Lane 5 De-Emphasis,16'h3318,,
30.1557.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1557.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1557.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1557.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1557.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1558,CAUI Output Lane 6 De-Emphasis,16'h3318,,
30.1558.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1558.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1558.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1558.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1558.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1559,CAUI Output Lane 7 De-Emphasis,16'h3318,,
30.1559.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1559.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1559.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1559.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1559.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1560,CAUI Output Lane 8 De-Emphasis,16'h3318,,
30.1560.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1560.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1560.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1560.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1560.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
R30.1561,CAUI Output Lane 9 De-Emphasis,16'h3318,,
30.1561.15:12,pst_ctl,RW,0000=0000;0001=0001;0010=0010;0011=0011;0100=0100;0101=0101;0110=0110;0111=0111;1000=1000;1001=1001;1010=1010;1011=1011;1100=1100;1101=1101;1110=1110;1111=1111,Post-cursor coefficient: C+1 = pst_ctl/27. The maximum valid value for this field is 9.
30.1561.11,half_sw,RW,0=full swing; 1=half swing;,Transmitter Amplitude half-swing setting
30.1561.10:6,cur_ctl,RW,00000=00000;00001=00001;00010=00010;00011=00011;00100=00100;00101=00101;00110=00110;00111=00111;01000=01000;01001=01001;01010=01010;01011=01011;01100=01100;01101=01101;01110=01110;01111=01111;10000=10000;10001=10001;10010=10010;10011=10011;10100=10100;10101=10101;10110=10110;10111=10111;11000=11000;11001=11001;11010=11010;11011=11011;11100=11100;11101=11101;11110=11110;11111=11111,Cursor coefficient: C0 = cur_ctl/27. The maximum valid value for this field is 13.
30.1561.5:3,tx_amp,RW,000=000;001=1070mVdiff-pkpk; 010=1140mVdiff-pkpk ; 011=1200mVdiff-pkpk; 100=1260mVdiff-pkpk; 101=1310mVdiff-pkpk; 110=1350mVdiff-pkpk; 111=1400mVdiff-pkpk ,Transmitter Amplitude main setting
30.1561.2:0,pre_ctl,RW,000=000;001=001;010=010;011=011;100=100;101=101;110=110;111=111,Precursor coefficient: C-1 = pre_ctl/27. The maximum valid value for this field is 6.
